product_code,product_name,series_code,series_name,category_level1_code,category_level2_code,category_level3_code,delivery_mode_codes,sale_status_code,target_learning_goal_codes,target_learner_identity_codes,target_grade_codes,sale_price,original_price
computer_science_core,计算机科学能力线,web_programming_languages_practice,JavaScript核心实战班,computer_science,programming_languages,web_programming_languages,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""career_switch""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""junior_college"", ""undergraduate""]",3180,4580
computer_science_core,计算机科学能力线,web_programming_languages_advanced,TypeScript工程进阶班,computer_science,programming_languages,web_programming_languages,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""career_switch""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""junior_college"", ""undergraduate""]",4180,5880
computer_science_core,计算机科学能力线,low_level_programming_foundation,底层语言基础班,computer_science,programming_languages,low_level_programming,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""job_hunting""]","[""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",3280,4580
computer_science_core,计算机科学能力线,low_level_programming_practice,底层性能优化班,computer_science,programming_languages,low_level_programming,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""job_hunting""]","[""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",4380,6180
computer_science_core,计算机科学能力线,low_level_programming_advanced,底层开发专项班,computer_science,programming_languages,low_level_programming,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""job_hunting""]","[""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",5680,7980
computer_science_core,计算机科学能力线,frontend_development_foundation,前端开发基础班,computer_science,web_development,frontend_development,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""career_switch""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""junior_college"", ""undergraduate""]",2680,3880
computer_science_core,计算机科学能力线,frontend_development_practice,前端工程化项目班,computer_science,web_development,frontend_development,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""career_switch""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""junior_college"", ""undergraduate""]",3880,5580
computer_science_core,计算机科学能力线,frontend_development_advanced,前端高阶就业班,computer_science,web_development,frontend_development,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""career_switch""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""junior_college"", ""undergraduate""]",4980,6880
computer_science_core,计算机科学能力线,backend_development_foundation,后端开发基础班,computer_science,web_development,backend_development,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""working_professional"", ""job_seeker"", ""in_school_student""]","[""undergraduate"", ""master""]",2980,4280
computer_science_core,计算机科学能力线,backend_development_practice,后端服务项目班,computer_science,web_development,backend_development,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""working_professional"", ""job_seeker"", ""in_school_student""]","[""undergraduate"", ""master""]",4180,5980
computer_science_core,计算机科学能力线,backend_development_advanced,后端架构进阶班,computer_science,web_development,backend_development,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""working_professional"", ""job_seeker"", ""in_school_student""]","[""undergraduate"", ""master""]",5680,7980
computer_science_core,计算机科学能力线,fullstack_development_foundation,全栈开发系统班,computer_science,web_development,fullstack_development,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""career_switch""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""junior_college"", ""undergraduate""]",3280,4580
computer_science_core,计算机科学能力线,fullstack_development_practice,全栈项目实战班,computer_science,web_development,fullstack_development,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""career_switch""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""junior_college"", ""undergraduate""]",4580,6480
computer_science_core,计算机科学能力线,fullstack_development_advanced,全栈工程师就业班,computer_science,web_development,fullstack_development,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""career_switch""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""junior_college"", ""undergraduate""]",5980,8380
computer_science_core,计算机科学能力线,network_and_communication_systems_foundation,计算机网络基础班,computer_science,computer_systems,network_and_communication_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""job_hunting""]","[""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",2880,3980
computer_science_core,计算机科学能力线,network_and_communication_systems_practice,网络协议实战班,computer_science,computer_systems,network_and_communication_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""job_hunting""]","[""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",3980,5580
computer_science_core,计算机科学能力线,network_and_communication_systems_advanced,网络工程进阶班,computer_science,computer_systems,network_and_communication_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""job_hunting""]","[""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",5180,7380
computer_science_core,计算机科学能力线,operating_and_runtime_systems_foundation,操作系统基础班,computer_science,computer_systems,operating_and_runtime_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""job_hunting""]","[""working_professional"", ""job_seeker""]","[""undergraduate"", ""master"", ""doctor""]",3280,4580
computer_science_core,计算机科学能力线,operating_and_runtime_systems_practice,操作系统实现班,computer_science,computer_systems,operating_and_runtime_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""job_hunting""]","[""working_professional"", ""job_seeker""]","[""undergraduate"", ""master"", ""doctor""]",4380,6180
computer_science_core,计算机科学能力线,operating_and_runtime_systems_advanced,运行时与内核进阶班,computer_science,computer_systems,operating_and_runtime_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""job_hunting""]","[""working_professional"", ""job_seeker""]","[""undergraduate"", ""master"", ""doctor""]",5680,7980
computer_science_core,计算机科学能力线,data_storage_systems_foundation,数据库基础班,computer_science,computer_systems,data_storage_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""junior_college"", ""undergraduate"", ""master""]",2680,3780
computer_science_core,计算机科学能力线,data_storage_systems_practice,数据库开发实战班,computer_science,computer_systems,data_storage_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""junior_college"", ""undergraduate"", ""master""]",3680,5280
computer_science_core,计算机科学能力线,data_storage_systems_advanced,数据库架构优化班,computer_science,computer_systems,data_storage_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""junior_college"", ""undergraduate"", ""master""]",4980,7180
computer_science_core,计算机科学能力线,compiler_and_language_systems_foundation,编译原理基础班,computer_science,computer_systems,compiler_and_language_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional""]","[""undergraduate"", ""master""]",3980,5480
computer_science_core,计算机科学能力线,compiler_and_language_systems_practice,解释器实现班,computer_science,computer_systems,compiler_and_language_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional""]","[""undergraduate"", ""master""]",5280,7280
computer_science_core,计算机科学能力线,compiler_and_language_systems_advanced,编译器工程进阶班,computer_science,computer_systems,compiler_and_language_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional""]","[""undergraduate"", ""master""]",6680,9280
computer_science_core,计算机科学能力线,distributed_and_cloud_systems_foundation,分布式系统基础班,computer_science,computer_systems,distributed_and_cloud_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""job_hunting""]","[""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",4280,5980
computer_science_core,计算机科学能力线,distributed_and_cloud_systems_practice,云原生实战班,computer_science,computer_systems,distributed_and_cloud_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""job_hunting""]","[""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",5580,7780
computer_science_core,计算机科学能力线,distributed_and_cloud_systems_advanced,分布式架构进阶班,computer_science,computer_systems,distributed_and_cloud_systems,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""job_hunting""]","[""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",6880,9480
computer_science_expansion,计算机技术拓展线,data_analysis_and_visualization_foundation,数据分析求职班,computer_science,data_and_ai,data_analysis_and_visualization,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""junior_college"", ""undergraduate""]",3280,4580
computer_science_expansion,计算机技术拓展线,data_analysis_and_visualization_practice,商业分析项目班,computer_science,data_and_ai,data_analysis_and_visualization,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""junior_college"", ""undergraduate""]",4580,6380
computer_science_expansion,计算机技术拓展线,data_analysis_and_visualization_advanced,数据可视化进阶班,computer_science,data_and_ai,data_analysis_and_visualization,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""junior_college"", ""undergraduate""]",5380,7480
computer_science_expansion,计算机技术拓展线,data_engineering_foundation,数据工程基础班,computer_science,data_and_ai,data_engineering,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",4480,6180
computer_science_expansion,计算机技术拓展线,data_engineering_practice,数仓开发实战班,computer_science,data_and_ai,data_engineering,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",5780,7980
computer_science_expansion,计算机技术拓展线,data_engineering_advanced,湖仓平台进阶班,computer_science,data_and_ai,data_engineering,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",7080,9680
computer_science_expansion,计算机技术拓展线,machine_learning_methods_foundation,机器学习基础班,computer_science,data_and_ai,machine_learning_methods,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",4880,6580
computer_science_expansion,计算机技术拓展线,machine_learning_methods_practice,机器学习项目班,computer_science,data_and_ai,machine_learning_methods,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",6280,8580
computer_science_expansion,计算机技术拓展线,machine_learning_methods_advanced,机器学习算法进阶班,computer_science,data_and_ai,machine_learning_methods,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""undergraduate"", ""master""]",7580,10280
computer_science_expansion,计算机技术拓展线,deep_learning_and_perception_foundation,深度学习基础班,computer_science,data_and_ai,deep_learning_and_perception,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""undergraduate"", ""master"", ""doctor""]",5680,7480
computer_science_expansion,计算机技术拓展线,deep_learning_and_perception_practice,视觉感知项目班,computer_science,data_and_ai,deep_learning_and_perception,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""undergraduate"", ""master"", ""doctor""]",7080,9480
computer_science_expansion,计算机技术拓展线,deep_learning_and_perception_advanced,训练部署进阶班,computer_science,data_and_ai,deep_learning_and_perception,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""undergraduate"", ""master"", ""doctor""]",8580,11280
computer_science_expansion,计算机技术拓展线,foundation_models_and_agents_foundation,大模型应用开发班,computer_science,data_and_ai,foundation_models_and_agents,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""undergraduate"", ""master"", ""doctor""]",6880,8680
computer_science_expansion,计算机技术拓展线,foundation_models_and_agents_practice,Agent工作流实战班,computer_science,data_and_ai,foundation_models_and_agents,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""undergraduate"", ""master"", ""doctor""]",8280,10580
computer_science_expansion,计算机技术拓展线,foundation_models_and_agents_advanced,大模型微调部署班,computer_science,data_and_ai,foundation_models_and_agents,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""job_hunting"", ""promotion""]","[""in_school_student"", ""working_professional"", ""job_seeker""]","[""undergraduate"", ""master"", ""doctor""]",9680,12380
computer_science_expansion,计算机技术拓展线,graphics_rendering_pipeline_foundation,图形渲染基础班,computer_science,graphics_and_games,graphics_rendering_pipeline,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""interest_learning"", ""job_hunting""]","[""in_school_student"", ""working_professional"", ""freelancer""]","[""junior_college"", ""undergraduate"", ""master""]",4680,6380
computer_science_expansion,计算机技术拓展线,graphics_rendering_pipeline_practice,渲染管线实战班,computer_science,graphics_and_games,graphics_rendering_pipeline,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""interest_learning"", ""job_hunting""]","[""in_school_student"", ""working_professional"", ""freelancer""]","[""junior_college"", ""undergraduate"", ""master""]",5980,8180
computer_science_expansion,计算机技术拓展线,graphics_rendering_pipeline_advanced,图形引擎进阶班,computer_science,graphics_and_games,graphics_rendering_pipeline,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""interest_learning"", ""job_hunting""]","[""in_school_student"", ""working_professional"", ""freelancer""]","[""junior_college"", ""undergraduate"", ""master""]",7380,9980
computer_science_expansion,计算机技术拓展线,real_time_rendering_foundation,实时渲染基础班,computer_science,graphics_and_games,real_time_rendering,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""interest_learning"", ""job_hunting""]","[""in_school_student"", ""working_professional"", ""freelancer""]","[""undergraduate"", ""master""]",5280,7080
computer_science_expansion,计算机技术拓展线,real_time_rendering_practice,实时渲染效果班,computer_science,graphics_and_games,real_time_rendering,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""interest_learning"", ""job_hunting""]","[""in_school_student"", ""working_professional"", ""freelancer""]","[""undergraduate"", ""master""]",6480,8780
computer_science_expansion,计算机技术拓展线,real_time_rendering_advanced,GPU渲染优化班,computer_science,graphics_and_games,real_time_rendering,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""interest_learning"", ""job_hunting""]","[""in_school_student"", ""working_professional"", ""freelancer""]","[""undergraduate"", ""master""]",7880,10480
computer_science_expansion,计算机技术拓展线,simulation_and_physics_foundation,仿真物理基础班,computer_science,graphics_and_games,simulation_and_physics,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""interest_learning"", ""job_hunting""]","[""in_school_student"", ""working_professional"", ""freelancer""]","[""undergraduate"", ""master"", ""doctor""]",4980,6780
computer_science_expansion,计算机技术拓展线,simulation_and_physics_practice,物理引擎实战班,computer_science,graphics_and_games,simulation_and_physics,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""interest_learning"", ""job_hunting""]","[""in_school_student"", ""working_professional"", ""freelancer""]","[""undergraduate"", ""master"", ""doctor""]",6280,8580
computer_science_expansion,计算机技术拓展线,simulation_and_physics_advanced,数值仿真进阶班,computer_science,graphics_and_games,simulation_and_physics,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""interest_learning"", ""job_hunting""]","[""in_school_student"", ""working_professional"", ""freelancer""]","[""undergraduate"", ""master"", ""doctor""]",7680,10280
computer_science_expansion,计算机技术拓展线,interactive_media_and_games_foundation,游戏开发基础班,computer_science,graphics_and_games,interactive_media_and_games,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""interest_learning"", ""job_hunting""]","[""in_school_student"", ""working_professional"", ""freelancer""]","[""junior_college"", ""undergraduate"", ""master""]",3980,5680
computer_science_expansion,计算机技术拓展线,interactive_media_and_games_practice,交互设计项目班,computer_science,graphics_and_games,interactive_media_and_games,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""interest_learning"", ""job_hunting""]","[""in_school_student"", ""working_professional"", ""freelancer""]","[""junior_college"", ""undergraduate"", ""master""]",5280,7480
computer_science_expansion,计算机技术拓展线,interactive_media_and_games_advanced,游戏系统设计进阶班,computer_science,graphics_and_games,interactive_media_and_games,"[""online_live"", ""offline_face_to_face""]",on_sale,"[""skill_improvement"", ""interest_learning"", ""job_hunting""]","[""in_school_student"", ""working_professional"", ""freelancer""]","[""junior_college"", ""undergraduate"", ""master""]",6580,8980
mathematics,数学基础与进阶线,analysis_foundations_foundation,分析学同步提升班,mathematics,basic_mathematics,analysis_foundations,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""junior_middle"", ""senior_high"", ""undergraduate""]",2680,3680
mathematics,数学基础与进阶线,analysis_foundations_practice,极限与连续专题班,mathematics,basic_mathematics,analysis_foundations,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""junior_middle"", ""senior_high"", ""undergraduate""]",3480,4780
mathematics,数学基础与进阶线,analysis_foundations_advanced,分析证明进阶班,mathematics,basic_mathematics,analysis_foundations,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""junior_middle"", ""senior_high"", ""undergraduate""]",4280,5980
mathematics,数学基础与进阶线,algebra_foundations_foundation,代数基础提升班,mathematics,basic_mathematics,algebra_foundations,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""senior_high"", ""undergraduate""]",2680,3680
mathematics,数学基础与进阶线,algebra_foundations_practice,线性代数强化班,mathematics,basic_mathematics,algebra_foundations,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""senior_high"", ""undergraduate""]",3480,4780
mathematics,数学基础与进阶线,algebra_foundations_advanced,代数结构进阶班,mathematics,basic_mathematics,algebra_foundations,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""senior_high"", ""undergraduate""]",4380,6080
mathematics,数学基础与进阶线,geometry_foundations_foundation,几何同步提高班,mathematics,basic_mathematics,geometry_foundations,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""junior_middle"", ""senior_high"", ""undergraduate""]",2680,3680
mathematics,数学基础与进阶线,geometry_foundations_practice,解析几何专题班,mathematics,basic_mathematics,geometry_foundations,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""junior_middle"", ""senior_high"", ""undergraduate""]",3480,4780
mathematics,数学基础与进阶线,geometry_foundations_advanced,几何证明拔高班,mathematics,basic_mathematics,geometry_foundations,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""junior_middle"", ""senior_high"", ""undergraduate""]",4280,5980
mathematics,数学基础与进阶线,calculus_and_sequences_foundation,微积分基础班,mathematics,basic_mathematics,calculus_and_sequences,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""senior_high"", ""undergraduate""]",2880,3880
mathematics,数学基础与进阶线,calculus_and_sequences_practice,数列极限强化班,mathematics,basic_mathematics,calculus_and_sequences,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""senior_high"", ""undergraduate""]",3680,5080
mathematics,数学基础与进阶线,calculus_and_sequences_advanced,微积分综合进阶班,mathematics,basic_mathematics,calculus_and_sequences,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""senior_high"", ""undergraduate""]",4580,6280
mathematics,数学基础与进阶线,proof_and_logic_foundation,数学证明入门班,mathematics,basic_mathematics,proof_and_logic,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""senior_high"", ""undergraduate""]",2880,3880
mathematics,数学基础与进阶线,proof_and_logic_practice,逻辑推理强化班,mathematics,basic_mathematics,proof_and_logic,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""senior_high"", ""undergraduate""]",3680,5080
mathematics,数学基础与进阶线,proof_and_logic_advanced,证明写作进阶班,mathematics,basic_mathematics,proof_and_logic,"[""online_live"", ""online_recorded""]",on_sale,"[""score_improvement"", ""school_sync"", ""exam_preparation""]","[""in_school_student""]","[""senior_high"", ""undergraduate""]",4380,6080
mathematics,数学基础与进阶线,probability_and_statistics_foundation,概率统计基础班,mathematics,applied_mathematics,probability_and_statistics,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""exam_preparation"", ""promotion""]","[""in_school_student"", ""working_professional""]","[""undergraduate"", ""master""]",3280,4480
mathematics,数学基础与进阶线,probability_and_statistics_practice,统计建模实战班,mathematics,applied_mathematics,probability_and_statistics,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""exam_preparation"", ""promotion""]","[""in_school_student"", ""working_professional""]","[""undergraduate"", ""master""]",4380,6180
mathematics,数学基础与进阶线,probability_and_statistics_advanced,概率统计进阶班,mathematics,applied_mathematics,probability_and_statistics,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""exam_preparation"", ""promotion""]","[""in_school_student"", ""working_professional""]","[""undergraduate"", ""master""]",5380,7480
mathematics,数学基础与进阶线,operations_research_foundation,运筹优化基础班,mathematics,applied_mathematics,operations_research,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""exam_preparation""]","[""in_school_student"", ""working_professional""]","[""undergraduate"", ""master""]",3480,4780
mathematics,数学基础与进阶线,operations_research_practice,优化建模实战班,mathematics,applied_mathematics,operations_research,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""exam_preparation""]","[""in_school_student"", ""working_professional""]","[""undergraduate"", ""master""]",4580,6380
mathematics,数学基础与进阶线,operations_research_advanced,决策分析进阶班,mathematics,applied_mathematics,operations_research,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""exam_preparation""]","[""in_school_student"", ""working_professional""]","[""undergraduate"", ""master""]",5680,7880
mathematics,数学基础与进阶线,numerical_and_computational_methods_foundation,数值计算基础班,mathematics,applied_mathematics,numerical_and_computational_methods,"[""online_live"", ""online_recorded""]",on_sale,"[""skill_improvement"", ""promotion"", ""exam_preparation""]","[""in_school_student"", ""working_professional""]","[""undergraduate"", ""master"", ""doctor""]",3480,4780
